Phase,Blue,Red,Score,Winner,Patch,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1,RP2,BP2,BP3,RP3,RB4,BB4,RB5,BB5,RP4,BP4,BP5,RP5,BR1,BR2,BR3,BR4,BR5,RR1,RR2,RR3,RR4,RR5,SB,VOD
Week 3,Hanwha Life Esports,T1,0 - 1,2,13.1,Ashe,Lucian,Caitlyn,Yuumi,Elise,Heimerdinger,Varus,Jayce,Sejuani,K'Sante,Maokai,Kassadin,Yone,Draven,Nautilus,Karma,Ziggs,Irelia,Rakan,Jhin,Bot,Top,Jungle,Mid,Support,Top,Jungle,Mid,Bot,Support,SB,https://www.youtube.com/live/V4X2wUXF1gE?feature=share&t=13591
Week 3,DRX,BRION,01월 02일,2,13.1,Yuumi,Caitlyn,Lucian,Ashe,Maokai,Heimerdinger,Varus,Zeri,Elise,Sejuani,Ryze,Kassadin,Fiora,Renekton,Jax,Lulu,K'Sante,Jayce,Twitch,Nautilus,Bot,Jungle,Mid,Top,Support,Bot,Jungle,Mid,Top,Support,SB,https://www.youtube.com/live/V4X2wUXF1gE?feature=share&t=8024
Week 3,BRION,DRX,01월 01일,2,13.1,Caitlyn,Yuumi,Ashe,Lucian,K'Sante,Sejuani,Maokai,Varus,Heimerdinger,Jhin,Karma,Elise,Azir,Kassadin,Renekton,Ryze,Sylas,Akali,Fiora,Jayce,Jungle,Bot,Support,Mid,Top,Bot,Support,Jungle,Mid,Top,SB,https://www.youtube.com/live/V4X2wUXF1gE?feature=share&t=5118
Week 3,DRX,BRION,0 - 1,2,13.1,Renekton,Caitlyn,Yuumi,Ashe,Varus,K'Sante,Nami,Zeri,Maokai,Elise,Lucian,Lulu,Azir,Kassadin,Ryze,Syndra,Sylas,Jayce,Jax,Fiora,Support,Jungle,Bot,Mid,Top,Bot,Jungle,Support,Mid,Top,SB,https://www.youtube.com/live/V4X2wUXF1gE?feature=share&t=1870
Week 3,Gen.G,Dplus KIA,2 - 0,1,13.1,Caitlyn,Elise,Lucian,Wukong,Ashe,Azir,Zeri,Yuumi,Sejuani,Vi,Lulu,Sivir,Renekton,Kassadin,Akali,Ryze,Sylas,K'Sante,LeBlanc,Gnar,Bot,Jungle,Support,Top,Mid,Support,Jungle,Bot,Mid,Top,SB,https://www.youtube.com/live/PaIJYDe0DJU?feature=share&t=15211
Week 3,Gen.G,Dplus KIA,1 - 0,1,13.1,Caitlyn,Elise,Lucian,Azir,Ashe,Maokai,Zeri,Yuumi,Sejuani,Wukong,Lulu,Sivir,Sylas,Kassadin,Renekton,Ryze,K'Sante,Gnar,Akali,Swain,Bot,Jungle,Support,Top,Mid,Support,Jungle,Bot,Top,Mid,SB,https://www.youtube.com/live/PaIJYDe0DJU?feature=share&t=11709
Week 3,Nongshim RedForce,Liiv SANDBOX,0 - 2,2,13.1,Ashe,Yuumi,Maokai,Lucian,Varus,Elise,Karma,Caitlyn,Sejuani,Wukong,Jhin,Lux,Ryze,Kassadin,Renekton,K'Sante,Fiora,Akali,Jax,Sylas,Support,Jungle,Bot,Mid,Top,Bot,Jungle,Support,Top,Mid,SB,https://www.youtube.com/live/PaIJYDe0DJU?feature=share&t=5980
Week 3,Liiv SANDBOX,Nongshim RedForce,1 - 0,1,13.1,Renekton,Ashe,Yuumi,Lucian,K'Sante,Caitlyn,Varus,Karma,Jhin,Maokai,Heimerdinger,Sejuani,Gnar,Sylas,Akali,Kassadin,Jax,Jayce,Fiora,Syndra,Bot,Jungle,Support,Mid,Top,Support,Bot,Jungle,Top,Mid,SB,https://www.youtube.com/live/PaIJYDe0DJU?feature=share&t=2732
Week 2,Kwangdong Freecs,DRX,0 - 2,2,13.1,Vi,Yuumi,Elise,Nami,Kassadin,Maokai,Ashe,Varus,Caitlyn,Sejuani,Karma,Wukong,Jax,Ryze,Fiora,Azir,K'Sante,Renekton,Viktor,Sylas,Bot,Jungle,Support,Top,Mid,Bot,Support,Jungle,Top,Mid,SB,https://www.youtube.com/live/UzL-Usynusg?feature=share&t=18908
Week 2,Kwangdong Freecs,DRX,0 - 1,2,13.1,Vi,Yuumi,Elise,Lucian,Ashe,Maokai,Varus,Caitlyn,Sejuani,Wukong,Karma,K'Sante,Heimerdinger,Kassadin,Ryze,Azir,Sivir,Gwen,Viktor,Akali,Bot,Jungle,Support,Top,Mid,Support,Jungle,Top,Bot,Mid,SB,https://www.youtube.com/live/UzL-Usynusg?feature=share&t=14893
Week 2,Gen.G,Hanwha Life Esports,02월 01일,1,13.1,Zeri,Maokai,Vi,Elise,Caitlyn,Yuumi,Nami,Varus,Ashe,Wukong,Lucian,Sejuani,Ryze,Akali,Sylas,Taliyah,K'Sante,Azir,Gnar,Kassadin,Support,Jungle,Bot,Mid,Top,Bot,Support,Jungle,Top,Mid,SB,https://www.youtube.com/live/UzL-Usynusg?feature=share&t=9037
Week 2,Gen.G,Hanwha Life Esports,01월 01일,2,13.1,Caitlyn,Elise,Heimerdinger,Maokai,Yuumi,Ryze,Nami,Zeri,Vi,Wukong,Lucian,Lulu,Renekton,Akali,Kassadin,Ahri,K'Sante,Azir,Fiora,Taliyah,Support,Jungle,Bot,Mid,Top,Bot,Jungle,Support,Top,Mid,SB,https://www.youtube.com/live/UzL-Usynusg?feature=share&t=5383
Week 2,Hanwha Life Esports,Gen.G,0 - 1,2,13.1,Wukong,Caitlyn,Elise,Lucian,Sylas,Yuumi,Varus,Maokai,Heimerdinger,Ashe,Sejuani,Jhin,Akali,Renekton,Kassadin,Fiora,K'Sante,Gnar,Viktor,Irelia,Bot,Support,Jungle,Top,Mid,Jungle,Support,Bot,Top,Mid,SB,https://www.youtube.com/live/UzL-Usynusg?feature=share&t=1765
Week 2,BRION,Liiv SANDBOX,01월 02일,2,13.1,Wukong,Lucian,Sylas,Renekton,Karma,Ryze,Varus,Ashe,Maokai,Sejuani,Jax,Heimerdinger,Kassadin,Akali,Syndra,Azir,K'Sante,Soraka,Viktor,Irelia,Bot,Jungle,Top,Support,Mid,Bot,Jungle,Support,Top,Mid,SB,https://www.youtube.com/live/ZTnhKrjURdw?feature=share&t=23027
Week 2,BRION,Liiv SANDBOX,01월 01일,2,13.1,Wukong,Maokai,Sylas,Lucian,Karma,Ryze,Varus,Ashe,Sejuani,Renekton,Elise,Heimerdinger,Leona,Akali,Nautilus,Kassadin,Azir,Soraka,Syndra,Fiora,Bot,Top,Jungle,Support,Mid,Bot,Jungle,Support,Mid,Top,SB,https://www.youtube.com/live/ZTnhKrjURdw?feature=share&t=18651
Week 2,BRION,Liiv SANDBOX,1 - 0,1,13.1,Wukong,Maokai,Sylas,Lucian,Karma,Renekton,Varus,Ashe,Sivir,Ryze,Sejuani,Kassadin,Alistar,Vi,Heimerdinger,Elise,Nocturne,Jax,Nautilus,K'Sante,Bot,Mid,Jungle,Top,Support,Support,Bot,Mid,Jungle,Top,SB,https://www.youtube.com/live/ZTnhKrjURdw?feature=share&t=15343
Week 2,Dplus KIA,T1,01월 02일,2,13.1,Ashe,Lucian,Varus,Caitlyn,Galio,Yuumi,Ryze,Jayce,Sejuani,Zeri,Lulu,Kassadin,Elise,Sivir,Vi,Ezreal,Draven,Graves,Ornn,Kalista,Mid,Bot,Support,Jungle,Top,Top,Jungle,Mid,Bot,Support,SB,https://www.youtube.com/live/ZTnhKrjURdw?feature=share&t=9693
Week 2,T1,Dplus KIA,01월 01일,1,13.1,Maokai,Ashe,Ryze,Elise,Varus,Caitlyn,Nami,Yuumi,Sejuani,Vi,Lucian,Zeri,Jayce,Kassadin,Gnar,Taliyah,K'Sante,Azir,Jax,Akali,Support,Jungle,Bot,Mid,Top,Support,Jungle,Bot,Top,Mid,SB,https://www.youtube.com/live/ZTnhKrjURdw?feature=share&t=6296
Week 2,T1,Dplus KIA,0 - 1,2,13.1,Maokai,Ashe,Ryze,Elise,Varus,Caitlyn,Nami,Yuumi,Sejuani,Wukong,Lucian,Zeri,Renekton,Kassadin,Jayce,K'Sante,Gnar,Azir,Yone,Taliyah,Support,Jungle,Bot,Mid,Top,Support,Jungle,Bot,Top,Mid,SB,https://www.youtube.com/live/ZTnhKrjURdw?feature=share&t=2814
Week 2,Hanwha Life Esports,KT Rolster,0 - 2,2,13.1,Yuumi,Lucian,Ryze,Maokai,Karma,Ashe,Caitlyn,Varus,Elise,Sejuani,Lux,Leona,Sylas,Renekton,Kassadin,Jax,K'Sante,Fiora,Yone,Azir,Bot,Jungle,Support,Top,Mid,Bot,Jungle,Support,Top,Mid,SB,https://www.youtube.com/live/G4q2wh7htFM?feature=share&t=17058
Week 2,Hanwha Life Esports,KT Rolster,0 - 1,2,13.1,Wukong,Lucian,Yuumi,Ashe,Caitlyn,Maokai,Varus,Karma,Sejuani,Heimerdinger,Gnar,Ezreal,Elise,K'Sante,Sylas,Irelia,Camille,Ryze,Kindred,Twisted Fate,Bot,Support,Top,Mid,Jungle,Support,Jungle,Bot,Top,Mid,SB,https://www.youtube.com/live/G4q2wh7htFM?feature=share&t=13841
Week 2,Nongshim RedForce,DRX,02월 01일,1,13.1,Caitlyn,Wukong,Ryze,Lucian,Ashe,Maokai,Yuumi,Zeri,Sejuani,Vi,Sivir,Lulu,Renekton,Kassadin,Akali,Fiora,Sylas,Azir,K'Sante,Jax,Support,Jungle,Bot,Mid,Top,Bot,Jungle,Support,Mid,Top,SB,https://www.youtube.com/live/G4q2wh7htFM?feature=share&t=8182
Week 2,DRX,Nongshim RedForce,01월 01일,2,13.1,Wukong,Caitlyn,Ashe,Ryze,Sejuani,Jax,Maokai,Nami,Lucian,Yuumi,Zeri,Elise,Fiora,Kassadin,Azir,Yone,Sylas,Syndra,Renekton,K'Sante,Jungle,Support,Bot,Mid,Top,Support,Bot,Jungle,Mid,Top,SB,https://www.youtube.com/live/G4q2wh7htFM?feature=share&t=5358
Week 2,DRX,Nongshim RedForce,1 - 0,1,13.1,Wukong,Caitlyn,Ashe,Ryze,Sejuani,Jax,Maokai,Nami,Lucian,Yuumi,Zeri,Elise,Fiora,Kassadin,Gnar,Sylas,Renekton,K'Sante,Azir,Akali,Jungle,Support,Bot,Top,Mid,Support,Bot,Jungle,Top,Mid,SB,https://www.youtube.com/live/G4q2wh7htFM?feature=share&t=1876
Week 2,Kwangdong Freecs,T1,0 - 2,2,13.1,Vi,Wukong,Elise,Lucian,Ryze,K'Sante,Maokai,Varus,Sejuani,Zeri,Yuumi,Caitlyn,Jax,Sylas,Ziggs,Kassadin,Azir,Renekton,Akali,Jayce,Jungle,Bot,Support,Top,Mid,Bot,Jungle,Support,Mid,Top,SB,https://youtu.be/c_ZhrMCjtB4?t=13757
Week 2,T1,Kwangdong Freecs,1 - 0,1,13.1,Maokai,Vi,Ryze,Azir,Varus,Jayce,Caitlyn,Lucian,Nami,Elise,Ashe,Sejuani,Renekton,Jax,Karma,K'Sante,Fiora,Sett,Kennen,Viktor,Bot,Jungle,Support,Mid,Top,Bot,Support,Jungle,Top,Mid,SB,https://youtu.be/c_ZhrMCjtB4?t=10746
Week 2,BRION,Gen.G,0 - 2,2,13.1,Sylas,Caitlyn,Yuumi,Lucian,Ashe,Ryze,Maokai,Varus,Heimerdinger,Jhin,Karma,K'Sante,Fiora,Kassadin,Renekton,Vi,Wukong,Gnar,Azir,Corki,Jungle,Bot,Support,Top,Mid,Bot,Support,Top,Jungle,Mid,SB,https://youtu.be/c_ZhrMCjtB4?t=5037
Week 2,Gen.G,BRION,1 - 0,1,13.1,Ashe,Ryze,Maokai,Lucian,Caitlyn,Yuumi,Varus,Karma,Sejuani,Heimerdinger,Sylas,Jhin,Wukong,Kassadin,K'Sante,Renekton,Jax,Fiora,Vi,Azir,Bot,Support,Mid,Top,Jungle,Support,Jungle,Bot,Top,Mid,SB,https://youtu.be/c_ZhrMCjtB4?t=1817
Week 2,Liiv SANDBOX,KT Rolster,02월 01일,1,13.1,Yuumi,Maokai,Ryze,Ashe,Caitlyn,Akali,Nami,Zeri,Vi,Wukong,Lucian,Lulu,Sylas,Kassadin,LeBlanc,Jayce,Syndra,Ahri,K'Sante,Fiora,Support,Jungle,Bot,Mid,Top,Bot,Jungle,Support,Mid,Top,SB,https://youtu.be/M7hAmO9PwXo?t=18724
Week 2,KT Rolster,Liiv SANDBOX,01월 01일,1,13.1,Ashe,Yuumi,Wukong,Lucian,Varus,Maokai,Caitlyn,Karma,Sejuani,Lux,Vi,Ezreal,Ryze,Sylas,Renekton,Kassadin,Akali,Twisted Fate,Jax,K'Sante,Bot,Support,Jungle,Mid,Top,Support,Jungle,Bot,Mid,Top,SB,https://youtu.be/M7hAmO9PwXo?t=15509
Week 2,Liiv SANDBOX,KT Rolster,1 - 0,1,13.1,Yuumi,Maokai,Sejuani,Sylas,Ryze,Akali,Ashe,Caitlyn,Wukong,Elise,Varus,Karma,Renekton,Kassadin,Jayce,Lux,K'Sante,Gnar,Azir,Nautilus,Support,Jungle,Bot,Top,Mid,Bot,Jungle,Mid,Top,Support,SB,https://youtu.be/M7hAmO9PwXo?t=11707
Week 2,Dplus KIA,Nongshim RedForce,2 - 0,1,13.1,Wukong,Caitlyn,Ashe,Elise,Kassadin,Ryze,Sejuani,Zeri,Yuumi,Lucian,Nami,Vi,Gnar,Ahri,Jayce,Renekton,K'Sante,Fiora,Sylas,Azir,Jungle,Bot,Support,Top,Mid,Bot,Support,Jungle,Top,Mid,SB,https://youtu.be/M7hAmO9PwXo?t=5995
Week 2,Nongshim RedForce,Dplus KIA,0 - 1,2,13.1,Caitlyn,Wukong,Ryze,Vi,Ashe,Viego,Yuumi,Lucian,Elise,Sejuani,Zeri,Nami,Jax,Kassadin,K'Sante,Gnar,Jayce,Irelia,Syndra,Renekton,Support,Jungle,Bot,Top,Mid,Bot,Jungle,Support,Mid,Top,SB,https://youtu.be/M7hAmO9PwXo?t=2673
Week 1,KT Rolster,Nongshim RedForce,02월 01일,1,13.1,Ashe,Maokai,Vi,Caitlyn,Yuumi,Lucian,Ryze,Varus,Syndra,Karma,Ezreal,Heimerdinger,Gnar,Wukong,Elise,K'Sante,Sejuani,Zac,Renekton,Jax,Mid,Support,Bot,Jungle,Top,Bot,Mid,Support,Jungle,Top,SB,https://youtu.be/GpLc0LHrGxc?t=22293
Week 1,KT Rolster,Nongshim RedForce,01월 01일,1,13.1,Ashe,Maokai,Vi,Caitlyn,Renekton,Ryze,Zeri,Yuumi,Wukong,Lulu,Sejuani,Sivir,Gnar,Syndra,Fiora,Sylas,Kassadin,Yone,Jax,K'Sante,Bot,Support,Jungle,Mid,Top,Support,Jungle,Bot,Mid,Top,SB,https://youtu.be/GpLc0LHrGxc?t=18920
Week 1,KT Rolster,Nongshim RedForce,0 - 1,2,13.1,Ashe,Maokai,Vi,Caitlyn,Renekton,Ryze,Sejuani,Yuumi,Zeri,Nami,Lucian,Wukong,Gnar,Kassadin,Fiora,Akali,K'Sante,Syndra,Urgot,Sylas,Jungle,Support,Bot,Mid,Top,Support,Bot,Jungle,Top,Mid,SB,https://youtu.be/GpLc0LHrGxc?t=15636
Week 1,Hanwha Life Esports,Liiv SANDBOX,01월 02일,2,13.1,Ashe,Lucian,Maokai,Caitlyn,Akali,Yuumi,Heimerdinger,Varus,Karma,Ezreal,Sejuani,Wukong,Ryze,Fiora,Kassadin,K'Sante,Sylas,Azir,Renekton,Gnar,Support,Bot,Jungle,Mid,Top,Bot,Support,Jungle,Mid,Top,SB,https://youtu.be/GpLc0LHrGxc?t=9427
Week 1,Hanwha Life Esports,Liiv SANDBOX,01월 01일,1,13.1,Ashe,Lucian,Maokai,Caitlyn,Wukong,Yuumi,Zeri,Varus,Heimerdinger,Vi,Lulu,Sejuani,Ryze,Syndra,Ahri,Kassadin,Akali,Sylas,K'Sante,Fiora,Bot,Jungle,Support,Mid,Top,Bot,Support,Jungle,Mid,Top,SB,https://youtu.be/GpLc0LHrGxc?t=5777
Week 1,Hanwha Life Esports,Liiv SANDBOX,0 - 1,2,13.1,Ashe,Lucian,Maokai,Caitlyn,Varus,Yuumi,Zeri,Karma,Ezreal,Heimerdinger,Sejuani,Wukong,Ryze,Renekton,Kassadin,Fiora,Akali,Jax,Azir,K'Sante,Bot,Support,Jungle,Top,Mid,Support,Bot,Jungle,Mid,Top,SB,https://youtu.be/GpLc0LHrGxc?t=1912
Week 1,BRION,Kwangdong Freecs,02월 01일,1,13.1,Sejuani,Vi,Ashe,Ryze,Yuumi,Maokai,Nami,Zeri,Wukong,Lucian,Renekton,Lulu,Elise,Kassadin,Poppy,Gwen,Gnar,Lillia,Azir,Karma,Support,Bot,Top,Jungle,Mid,Bot,Jungle,Support,Top,Mid,SB,https://www.youtube.com/live/HJvgVTKu6R8?feature=share&t=18875
Week 1,Kwangdong Freecs,BRION,01월 01일,1,13.1,Vi,Ashe,Renekton,Varus,Ryze,Caitlyn,Zeri,Nami,Maokai,Sejuani,Yuumi,Lucian,Jax,Kassadin,Fiora,Akali,Syndra,K'Sante,Viktor,Gnar,Bot,Jungle,Support,Top,Mid,Support,Jungle,Bot,Mid,Top,SB,https://www.youtube.com/live/HJvgVTKu6R8?feature=share&t=15478
Week 1,Kwangdong Freecs,BRION,0 - 1,2,13.1,Vi,Ashe,Renekton,Caitlyn,Ryze,Varus,Zeri,Nami,Maokai,Sejuani,Yuumi,Lucian,K'Sante,Kassadin,Fiora,Akali,Syndra,Sylas,Jax,Gnar,Bot,Jungle,Support,Mid,Top,Support,Jungle,Bot,Mid,Top,SB,https://www.youtube.com/live/HJvgVTKu6R8?feature=share&t=11835
Week 1,DRX,Gen.G,0 - 2,2,13.1,Ryze,Ashe,Maokai,Heimerdinger,Caitlyn,Jax,Nami,Zeri,Wukong,Sejuani,Lucian,Yuumi,Renekton,Kassadin,Fiora,Jayce,K'Sante,Sylas,Camille,Akali,Support,Jungle,Bot,Mid,Top,Bot,Jungle,Support,Top,Mid,SB,https://www.youtube.com/live/HJvgVTKu6R8?feature=share&t=5935
Week 1,Gen.G,DRX,1 - 0,1,13.1,Ashe,Yuumi,Heimerdinger,Ryze,Twitch,Lucian,Maokai,Varus,Vi,Jhin,Karma,Soraka,Jayce,Jax,Gnar,Kassadin,Fiora,Renekton,Sylas,Viktor,Jungle,Bot,Support,Top,Mid,Bot,Jungle,Support,Top,Mid,SB,https://www.youtube.com/live/HJvgVTKu6R8?feature=share&t=2595
Week 1,Dplus KIA,Liiv SANDBOX,2 - 0,1,13.1,Akali,Caitlyn,Sejuani,Ryze,Ashe,Elise,Nami,Zeri,Vi,Maokai,Lucian,Lulu,Jayce,Kassadin,Syndra,Ahri,Azir,LeBlanc,Gnar,Fiora,Support,Jungle,Bot,Mid,Top,Bot,Jungle,Support,Mid,Top,SB,https://www.youtube.com/live/9RQQ7qdJSb0?feature=share&t=16968
Week 1,Dplus KIA,Liiv SANDBOX,1 - 0,1,13.1,Akali,Caitlyn,Sejuani,Ryze,Ashe,Elise,Nami,Zeri,Vi,Maokai,Lucian,Lulu,Jayce,Kassadin,Syndra,Sylas,K'Sante,Azir,Renekton,Ahri,Support,Jungle,Bot,Mid,Top,Bot,Jungle,Support,Top,Mid,SB,https://www.youtube.com/live/9RQQ7qdJSb0?feature=share&t=14003
Week 1,T1,KT Rolster,02월 01일,1,13.1,Maokai,Caitlyn,Yuumi,Lissandra,Lulu,Lucian,Ashe,Ryze,Heimerdinger,Varus,Sejuani,Wukong,Syndra,Ezreal,Azir,Sivir,K'Sante,Kassadin,Renekton,Zeri,Support,Bot,Jungle,Mid,Top,Mid,Support,Jungle,Top,Bot,SB,https://www.youtube.com/live/9RQQ7qdJSb0?feature=share&t=8278
Week 1,T1,KT Rolster,01월 01일,1,13.1,Maokai,Caitlyn,Ryze,Lissandra,Lulu,LeBlanc,Yuumi,Nami,Wukong,Sivir,Vi,Lucian,Azir,Kassadin,Syndra,Jax,Karma,K'Sante,Orianna,Gnar,Support,Bot,Jungle,Top,Mid,Support,Jungle,Bot,Mid,Top,SB,https://www.youtube.com/live/9RQQ7qdJSb0?feature=share&t=5066
Week 1,T1,KT Rolster,0 - 1,2,13.1,Maokai,Caitlyn,Sejuani,Lissandra,Ryze,LeBlanc,Yuumi,Zeri,Wukong,Vi,Sivir,Lulu,Jayce,Kassadin,Azir,K'Sante,Syndra,Gnar,Galio,Jax,Support,Jungle,Bot,Top,Mid,Bot,Jungle,Support,Mid,Top,SB,https://www.youtube.com/live/9RQQ7qdJSb0?feature=share&t=2078
Week 1,BRION,Nongshim RedForce,2 - 0,1,13.1,Vi,Caitlyn,Yuumi,Varus,Ashe,Maokai,Ryze,Zeri,Viktor,Lucian,Nami,Lulu,Camille,Wukong,Elise,Jayce,Viego,Sejuani,Renekton,Gragas,Mid,Bot,Support,Jungle,Top,Bot,Mid,Support,Jungle,Top,SB,https://youtu.be/tZmMFmXiGLs?t=16578
Week 1,Nongshim RedForce,BRION,0 - 1,2,13.1,Ashe,K'Sante,Varus,Ryze,Caitlyn,Yuumi,Zeri,Nami,Maokai,Vi,Lulu,Lucian,Jayce,Camille,Ahri,Kassadin,Azir,Renekton,Akali,Fiora,Bot,Jungle,Support,Top,Mid,Support,Jungle,Bot,Mid,Top,SB,https://youtu.be/tZmMFmXiGLs?t=12814
Week 1,Kwangdong Freecs,Hanwha Life Esports,0 - 2,2,13.1,Vi,Yuumi,Ryze,Caitlyn,Elise,Ashe,Varus,Nami,Maokai,Karma,Sejuani,Lucian,K'Sante,Kassadin,Jax,Jayce,Gnar,Viktor,Fiora,Akali,Bot,Support,Jungle,Mid,Top,Support,Jungle,Bot,Top,Mid,SB,https://youtu.be/tZmMFmXiGLs?t=6576
Week 1,Kwangdong Freecs,Hanwha Life Esports,0 - 1,2,13.1,Vi,Yuumi,Ryze,Caitlyn,Elise,K'Sante,Ashe,Maokai,Varus,Sejuani,Heimerdinger,Jhin,Jax,Kassadin,Fiora,Jayce,Sylas,Taliyah,Aatrox,Gnar,Bot,Jungle,Support,Mid,Top,Jungle,Bot,Support,Mid,Top,SB,https://youtu.be/tZmMFmXiGLs?t=2553
Week 1,T1,Gen.G,2 - 0,1,13.1,Maokai,Caitlyn,Elise,Yuumi,Ryze,Varus,Nami,Zeri,Vi,Wukong,Lucian,Lulu,Azir,Kassadin,LeBlanc,K'Sante,Ahri,Lissandra,Fiora,Jayce,Support,Jungle,Bot,Mid,Top,Bot,Jungle,Support,Mid,Top,SB,https://youtu.be/yhQgTwWFiDc?t=16703
Week 1,T1,Gen.G,1 - 0,1,13.1,Maokai,Caitlyn,Ryze,Yuumi,Ashe,Varus,Nami,Zeri,Lulu,Lucian,Vi,K'Sante,Fiora,Wukong,Jayce,Kassadin,Elise,Azir,Gnar,Taliyah,Support,Bot,Jungle,Mid,Top,Bot,Support,Top,Jungle,Mid,SB,https://youtu.be/yhQgTwWFiDc?t=13090
Week 1,Dplus KIA,DRX,2 - 0,1,13.1,Ashe,Ryze,Sejuani,Lucian,Heimerdinger,Caitlyn,Yuumi,Zeri,Maokai,Sivir,Gnar,Lulu,Sylas,Tryndamere,Kassadin,Renekton,Jax,Syndra,Lee Sin,Viktor,Support,Bot,Top,Mid,Jungle,Bot,Jungle,Support,Top,Mid,SB,https://youtu.be/yhQgTwWFiDc?t=6632
Week 1,Dplus KIA,DRX,1 - 0,1,13.1,Ashe,Varus,Sejuani,Caitlyn,Twitch,Jayce,Ryze,Yuumi,Maokai,Lucian,Nami,Zeri,Sylas,Syndra,Vi,Renekton,Taliyah,Elise,Gnar,Jax,Mid,Bot,Support,Jungle,Top,Support,Jungle,Bot,Mid,Top,SB,https://youtu.be/yhQgTwWFiDc?t=3323